NSC,Log10HiConc,ConcUnit,Flag,Log10IC50,NumExp,StdDev                           
676522,-3.7,M,=,-5.52,2,.01                                                     
676523,-3.7,M,>,-3.7,2,0                                                        
676527,-3.7,M,=,-4,2,.02                                                        
676528,-3.7,M,>,-3.7,2,0                                                        
676529,-3.7,M,>,-3.7,2,0                                                        
676530,-3.7,M,>,-3.71,2,.01                                                     
676531,-3.7,M,=,-3.99,2,.04                                                     
676532,-3.7,M,=,-4.11,2,.04                                                     
676533,-3.7,M,>,-3.7,2,0                                                        
676534,-4.7,M,=,-5.49,2,.01                                                     
676534,-3.7,M,=,-6.41,2,.6                                                      
676535,-3.7,M,=,-5.33,2,.07                                                     
676536,-5.7,M,=,-6.06,2,.04                                                     
676536,-3.7,M,=,-6.57,2,.01                                                     
676537,-3.7,M,=,-6,2,.21                                                        
676553,-3.7,M,=,-4.75,1,0                                                       
676554,-3.7,M,=,-4.09,2,.06                                                     
676555,-3.7,M,=,-4.8,2,.07                                                      
676556,-3.7,M,=,-4.03,2,.07                                                     
676557,-3.7,M,>,-3.7,2,0                                                        
676558,-3.7,M,=,-4.92,2,.14                                                     
676559,-3.7,M,=,-4.74,2,.11                                                     
676560,-3.7,M,=,-4.78,1,0                                                       
676561,-3.7,M,>,-3.7,1,0                                                        
676562,-3.7,M,>,-3.7,1,0                                                        
676563,-3.7,M,=,-4.76,1,0                                                       
676564,-3.7,M,=,-4.07,2,.03                                                     
676565,-3.7,M,=,-4.82,2,.04                                                     
676566,-3.7,M,>,-3.7,1,0                                                        
676567,-3.7,M,>,-3.7,1,0                                                        
676568,-3.7,M,=,-4.64,2,.2                                                      
676569,-3.7,M,=,-4.95,2,.09                                                     
676570,-3.7,M,=,-4.83,2,.12                                                     
676574,-3.7,M,=,-5.42,4,.07                                                     
676575,-4.7,M,=,-5.94,4,.54                                                     
676575,-3.7,M,=,-5.19,5,.2                                                      
676576,-4,M,=,-4.14,3,.02                                                       
676577,-3.7,M,>,-3.7,2,0                                                        
676578,-3.7,M,=,-3.86,2,.01                                                     
676579,-3.7,M,=,-4.13,2,.2                                                      
676580,-4,M,=,-4.15,2,.13                                                       
676581,-3.7,M,=,-4.7,2,.22                                                      
676582,-4,M,=,-4.61,2,.02                                                       
676583,-3.7,M,=,-4.51,2,.03                                                     
676584,-3.7,M,=,-3.87,2,.01                                                     
676585,-3.7,M,=,-4.48,2,.01                                                     
676590,-3.7,M,=,-4.58,1,0                                                       
676591,-3.7,M,=,-5.19,1,0                                                       
676592,-3.7,M,=,-4.78,2,.3                                                      
676593,-3.7,M,=,-4.27,2,.12                                                     
676594,-3.7,M,=,-4.5,1,0                                                        
676595,-3.7,M,=,-3.98,1,0                                                       
676596,-3.7,M,=,-4.01,2,.06                                                     
676597,-3.7,M,=,-4.37,2,.09                                                     
676598,-3.7,M,=,-4.56,2,.09                                                     
676599,-3.7,M,=,-4.29,2,.13                                                     
676600,-3.7,M,=,-4.11,2,.01                                                     
676601,-3.7,M,=,-3.91,2,0                                                       
676602,-3.7,M,>,-3.7,2,0                                                        
676603,-3.7,M,=,-4.53,2,.06                                                     
676604,-3.7,M,=,-3.96,2,.01                                                     
676605,-3.7,M,=,-4.6,2,.02                                                      
676606,-3.7,M,>,-3.7,4,0                                                        
676607,-3.7,M,=,-4.05,2,.01                                                     
676608,-3.7,M,=,-4.05,2,.01                                                     
676609,-3.7,M,=,-4.22,2,.03                                                     
676610,-3.7,M,=,-4.06,2,.01                                                     
676611,-3.7,M,>,-3.7,2,0                                                        
676612,-3.7,M,=,-3.99,2,.01                                                     
676613,-3.7,M,=,-4.28,2,.15                                                     
676614,-3.7,M,>,-3.7,2,0                                                        
676615,-3.7,M,>,-3.77,2,.1                                                      
676616,-3.7,M,>,-3.7,2,0                                                        
676617,-3.7,M,>,-3.7,2,0                                                        
676618,-3.7,M,>,-3.7,2,0                                                        
676619,-3.7,M,>,-3.7,2,0                                                        
676620,-3.7,M,>,-3.7,2,0                                                        
676621,-3.7,M,>,-3.7,2,0                                                        
676622,-3.7,M,>,-3.7,2,0                                                        
676673,-3.7,M,>,-3.7,2,0                                                        
676674,-4,M,>,-4,2,0                                                            
676675,-3.7,M,>,-3.7,2,0                                                        
676676,-4.7,M,=,-5.97,2,.02                                                     
676676,-3.7,M,=,-6.09,2,.03                                                     
676677,-3.7,M,=,-5.59,2,.04                                                     
676678,-3.7,M,=,-5.76,1,0                                                       
676679,-3.7,M,=,-3.95,1,0                                                       
676681,-3.7,M,>,-3.7,2,0                                                        
676685,-3.7,M,>,-3.7,2,0                                                        
676686,-3.7,M,>,-3.7,2,0                                                        
676687,-3.7,M,>,-3.7,2,0                                                        
676688,-3.7,M,>,-3.7,2,0                                                        
676689,-3.7,M,>,-3.7,2,0                                                        
676690,-3.7,M,>,-3.7,2,0                                                        
676691,-3.7,M,>,-3.7,2,0                                                        
676692,-3.7,M,>,-3.7,2,0                                                        
676693,-5.7,M,=,-7.44,2,.05                                                     
676693,-3.7,M,<,-7.2,2,0                                                        
676694,-3.7,M,=,-4.87,2,.04                                                     
676695,-3.7,M,>,-3.7,1,0                                                        
676696,-3.7,M,>,-3.7,1,0                                                        
676697,-3.7,M,>,-3.7,2,0                                                        
676698,-3.7,M,>,-3.7,2,0                                                        
676699,-3.7,M,>,-3.7,2,0                                                        
676700,-3.7,M,>,-3.7,2,0                                                        
676701,-3.7,M,>,-3.7,2,0                                                        
676702,-3.7,M,=,-4.06,3,.02                                                     
676703,-3.7,M,=,-4.96,6,.17                                                     
676704,-3.7,M,=,-5.36,2,.02                                                     
676706,-3.7,M,>,-3.7,2,0                                                        
676708,-3.7,M,>,-3.7,2,0                                                        
676709,-3.7,M,>,-3.7,2,0                                                        
676710,-3.7,M,>,-3.7,2,0                                                        
676711,-3.7,M,=,-4.01,2,.04                                                     
676712,-3.7,M,>,-3.7,2,0                                                        
676713,-3.7,M,>,-3.7,2,0                                                        
676714,-3.7,M,>,-3.7,2,0                                                        
676715,-3.7,M,>,-3.7,2,0                                                        
676716,-3.7,M,>,-3.7,2,0                                                        
676717,-4,M,>,-4,2,0                                                            
676718,-3.7,M,>,-3.7,2,0                                                        
676719,-3.7,M,>,-3.7,2,0                                                        
676720,-3.7,M,>,-3.7,2,0                                                        
676721,-3.7,M,>,-3.7,2,0                                                        
676722,-3.7,M,=,-4.18,2,.02                                                     
676723,-3.7,M,=,-3.99,2,.01                                                     
676724,-5.7,M,=,-7,2,.01                                                        
676724,-3.7,M,=,-6.89,2,.05                                                     
676725,-3.7,M,>,-3.85,2,.22                                                     
676726,-3.7,M,=,-4.01,4,.01                                                     
676727,-3.7,M,=,-3.99,2,.02                                                     
676728,-3.7,M,=,-4.52,2,.01                                                     
676729,-3.7,M,=,-4.48,1,0                                                       
676730,-3.7,M,=,-4.75,1,0                                                       
676731,-3.7,M,=,-3.98,2,.03                                                     
676732,-4.3,M,>,-4.3,2,0                                                        
676733,-3.7,M,=,-5.19,2,.01                                                     
676734,-3.7,M,=,-5.46,2,.14                                                     
676735,-3.7,M,=,-5.28,6,.18                                                     
676736,-3.7,M,=,-4,4,.04                                                        
676737,-3.7,M,>,-3.7,2,0                                                        
676738,-3.7,M,>,-3.78,2,.11                                                     
676739,-3.7,M,=,-4.89,2,0                                                       
676742,-3.7,M,>,-3.76,2,.09                                                     
676743,-3.7,M,=,-4.47,1,0                                                       
676744,-3.7,M,=,-4.26,2,.19                                                     
676745,-3.7,M,=,-4.05,2,.07                                                     
676746,-3.7,M,=,-4.01,2,.08                                                     
676747,-3.7,M,=,-3.91,2,.09                                                     
676748,-3.7,M,>,-3.7,1,0                                                        
676749,-3.7,M,>,-3.7,1,0                                                        
676750,-3.7,M,>,-3.7,2,0                                                        
676751,-3.7,M,>,-3.7,2,0                                                        
676752,-3.7,M,>,-3.7,2,0                                                        
676753,-3.7,M,>,-3.7,1,0                                                        
676754,-3.7,M,=,-3.84,1,0                                                       
676755,-3.7,M,>,-3.7,2,0                                                        
676756,-3.7,M,=,-4.02,2,.08                                                     
676757,-3.7,M,>,-3.7,2,0                                                        
676758,-3.7,M,>,-3.7,2,0                                                        
676759,-3.7,M,>,-3.7,1,0                                                        
676760,-3.7,M,>,-3.7,1,0                                                        
676761,-6.7,M,>,-6.7,1,0                                                        
676761,-3.7,M,<,-7.2,2,0                                                        
676762,-3.7,M,=,-4.5,2,0                                                        
676766,-3.7,M,>,-3.7,4,0                                                        
676834,-3.7,M,=,-4.51,2,.01                                                     
676835,-3.7,M,=,-5.79,1,0                                                       
676836,-6.7,M,=,-8.44,2,.02                                                     
676836,-3.7,M,<,-7.2,2,0                                                        
676839,-3.7,M,>,-3.7,1,0                                                        
676855,-3.7,M,>,-3.78,2,.12                                                     
676856,-3.7,M,=,-5.1,2,.04                                                      
676857,-3.7,M,=,-5.97,2,.06                                                     
676858,-3.7,M,=,-4.97,1,0                                                       
676859,-3.7,M,>,-3.72,2,.02                                                     
676860,-3.7,M,=,-4.68,2,.08                                                     
676861,-3.7,M,>,-3.7,2,0                                                        
676862,-3.7,M,=,-4.34,2,.05                                                     
676863,-5.7,M,=,-6.53,2,.08                                                     
676863,-3.7,M,<,-7.2,1,0                                                        
676864,-5,M,=,-6,2,.34                                                          
676864,-4,M,=,-6.6,2,.23                                                        
676866,-4,M,>,-4,2,0                                                            
676867,-3.7,M,=,-4.01,2,.02                                                     
676868,-3.7,M,>,-3.7,2,0                                                        
676869,-3.7,M,>,-3.7,2,0                                                        
676870,-3.7,M,=,-4.87,2,.2                                                      
676871,-3.7,M,>,-3.7,2,0                                                        
676872,-3.7,M,>,-3.7,2,0                                                        
676873,-3.7,M,>,-3.7,2,0                                                        
676874,-3.7,M,=,-4.13,2,.17                                                     
676879,-3.7,M,=,-5.28,2,.31                                                     
676880,-3.7,M,=,-4.09,2,0                                                       
676881,-3.7,M,=,-5.18,2,.21                                                     
676882,-3.7,M,=,-4.09,2,.07                                                     
676883,-3.7,M,=,-4.21,2,0                                                       
676884,-3.7,M,=,-4.1,2,.1                                                       
676885,-3.7,M,>,-3.7,1,0                                                        
676886,-3.7,M,>,-3.7,1,0                                                        
676887,-3.7,M,>,-3.72,2,.02                                                     
676888,-3.7,M,=,-4.44,2,.11                                                     
676890,-3.7,M,=,-4.34,2,.01                                                     
676891,-3.7,M,=,-4.49,2,.18                                                     
676892,-3.7,M,>,-5.38,2,1.86                                                    
676893,-3.7,M,>,-3.7,2,0                                                        
676894,-3.7,M,=,-3.98,2,0                                                       
676895,-3.7,M,=,-4.63,2,.03                                                     
676896,-3.7,M,=,-5.05,2,.17                                                     
676897,-3.7,M,=,-5.03,2,.01                                                     
676898,-3.7,M,=,-4.41,2,.14                                                     
676899,-3.7,M,=,-4.19,2,.19                                                     
676909,-3.7,M,>,-3.7,2,0                                                        
676910,-3.7,M,=,-3.98,2,.03                                                     
676911,-3.7,M,>,-3.7,2,0                                                        
676912,-3.7,M,>,-3.7,2,0                                                        
676913,-3.7,M,>,-3.7,2,0                                                        
676914,-5.7,M,=,-6.04,2,.06                                                     
676914,-3.7,M,=,-6.46,2,.01                                                     
676915,-3.7,M,>,-3.7,2,0                                                        
676916,-5.7,M,>,-5.9,2,.29                                                      
676916,-3.7,M,=,-6.48,1,0                                                       
676917,-3.7,M,=,-5.52,1,0                                                       
676919,-3.7,M,>,-3.7,2,0                                                        
676922,-3.7,M,=,-4.91,2,.03                                                     
676923,-3.7,M,=,-4.52,2,.04                                                     
676924,-3.7,M,=,-4.07,1,0                                                       
676925,-3.7,M,=,-4.35,1,0                                                       
676926,-3.7,M,=,-4.04,1,0                                                       
676927,-3.7,M,>,-3.7,1,0                                                        
676928,-3.7,M,=,-3.76,1,0                                                       
676931,-3.7,M,=,-4.75,1,0                                                       
676932,-4.7,M,>,-4.7,4,0                                                        
676933,-4.7,M,>,-4.76,4,.08                                                     
676934,-4.7,M,>,-4.7,4,0                                                        
676937,-6.7,M,=,-6.95,2,.03                                                     
676937,-3.7,M,<,-6.92,3,.25                                                     
676938,-3.7,M,>,-3.7,2,0                                                        
676939,-6.7,M,=,-7.46,1,0                                                       
676939,-5.7,M,=,-7.59,1,0                                                       
676939,-3.7,M,<,-7.2,3,0                                                        
676940,-5.7,M,=,-7.53,1,0                                                       
676940,-3.7,M,<,-7.2,2,0                                                        
676941,-5.7,M,=,-6.45,1,0                                                       
676941,-3.7,M,=,-6.63,2,.01                                                     
676942,-3.7,M,>,-3.7,2,0                                                        
676943,-6.7,M,=,-7.67,2,1.03                                                    
676943,-3.7,M,<,-7.2,3,0                                                        
676944,-5.7,M,=,-6.57,2,.29                                                     
676944,-3.7,M,=,-6.87,2,.28                                                     
676947,-3.7,M,=,-4.34,4,.22                                                     
676948,-3.7,M,=,-4.25,4,.33                                                     
676949,-3.7,M,=,-4.25,4,.05                                                     
676950,-3.7,M,=,-4.25,2,.19                                                     
676951,-3.7,M,>,-3.7,2,0                                                        
676952,-3.7,M,=,-4.31,2,.13                                                     
676953,-3.7,M,>,-3.7,2,0                                                        
676957,-3.7,M,>,-3.7,1,0                                                        
676958,-4.7,M,>,-4.95,2,.35                                                     
676958,-3.7,M,=,-4.68,1,0                                                       
676959,-4.7,M,=,-6.44,2,.15                                                     
676959,-3.7,M,=,-6.33,2,.3                                                      
676960,-3.7,M,=,-4.7,2,.28                                                      
676961,-3.7,M,=,-5.44,2,.19                                                     
676962,-3.7,M,=,-4.66,2,.02                                                     
676963,-4,M,=,-5.22,2,0                                                         
676964,-3.7,M,>,-3.7,2,0                                                        
676965,-3.7,M,=,-4.25,2,.03                                                     
676966,-3.7,M,>,-3.7,2,0                                                        
676967,-3.7,M,=,-4.66,2,.1                                                      
676974,-3.7,M,=,-4.8,1,0                                                        
676975,-3.7,M,>,-3.7,1,0                                                        
676976,-3.7,M,=,-3.95,1,0                                                       
676978,-3.7,M,=,-4.81,2,.33                                                     
676979,-3.7,M,>,-3.7,2,0                                                        
676980,-3.7,M,>,-3.7,2,0                                                        
676982,-3.7,M,>,-3.7,2,0                                                        
676983,-3.7,M,=,-3.84,2,.14                                                     
676984,-3.7,M,>,-3.7,2,0                                                        
676985,-3.7,M,>,-3.7,2,0                                                        
676986,-3.7,M,>,-3.7,2,0                                                        
676988,-3.7,M,=,-4.43,1,0                                                       
676989,-3.7,M,>,-3.7,2,0                                                        
676992,-3.7,M,>,-3.7,1,0                                                        
676993,-3.7,M,=,-3.98,1,0                                                       
676994,-3.7,M,=,-3.9,2,0                                                        
676995,-3.7,M,=,-3.9,2,.07                                                      
676996,-3.7,M,=,-4.29,1,0                                                       
676997,-3.7,M,=,-4.24,1,0                                                       
676998,-3.7,M,=,-3.85,2,0                                                       
676999,-3.7,M,=,-4.02,2,.04                                                     
677000,-3.7,M,=,-4.23,2,.15                                                     
677001,-3.7,M,=,-4.26,2,.04                                                     
677002,-3.7,M,=,-4.04,2,.03                                                     
677003,-3.7,M,>,-3.7,2,0                                                        
677004,-3.7,M,=,-4.39,2,.09                                                     
677005,-3.7,M,=,-4.16,2,.06                                                     
677006,-3.7,M,=,-4.05,1,0                                                       
677007,-3.7,M,=,-4.42,1,0                                                       
677008,-3.7,M,=,-4.13,1,0                                                       
677009,-3.7,M,=,-4.48,1,0                                                       
677010,-3.7,M,>,-3.7,1,0                                                        
677011,-3.7,M,=,-3.81,1,0                                                       
677012,-3.7,M,=,-4.19,1,0                                                       
677013,-3.7,M,=,-3.96,1,0                                                       
677015,-3.7,M,=,-4.04,2,.01                                                     
677016,-4.7,M,=,-5.02,2,.01                                                     
677016,-3.7,M,=,-5.05,1,0                                                       
677017,-3.7,M,=,-5.05,1,0                                                       
677018,-3.7,M,=,-4.24,1,0                                                       
677019,-3.7,M,=,-4.49,1,0                                                       
677020,-3.7,M,=,-5.01,1,0                                                       
677021,-3.7,M,=,-4.09,2,0                                                       
677022,-3.7,M,>,-3.7,2,0                                                        
677023,-4,M,>,-4,1,0                                                            
677024,-3.7,M,=,-3.93,1,0                                                       
677025,-3.7,M,=,-4.2,2,.29                                                      
677026,-3.7,M,>,-3.7,2,0                                                        
677027,-3.7,M,>,-3.82,2,.17                                                     
677028,-3.7,M,>,-3.7,1,0                                                        
677029,-3.7,M,=,-4.24,2,.19                                                     
677030,-4,M,>,-4,2,0                                                            
677031,-3.7,M,>,-3.7,2,0                                                        
677032,-3.7,M,>,-3.7,2,0                                                        
677033,-3.7,M,>,-3.7,2,0                                                        
677034,-3.7,M,=,-4.14,4,.2                                                      
677035,-3.7,M,=,-3.92,2,.07                                                     
677036,-3.7,M,=,-3.92,2,.13                                                     
677037,-3.7,M,>,-3.73,2,.05                                                     
677038,-3.7,M,>,-3.81,2,.16                                                     
677039,-3.7,M,>,-3.7,2,0                                                        
677040,-3.7,M,>,-3.75,2,.07                                                     
677041,-3.7,M,=,-5.32,2,.31                                                     
677042,-3.7,M,=,-4.27,2,.38                                                     
677043,-3.7,M,=,-5.27,2,.49                                                     
677044,-3.7,M,>,-3.7,2,0                                                        
677045,-3.7,M,>,-3.7,2,0                                                        
677046,-3.7,M,>,-3.7,2,0                                                        
677047,-3.7,M,>,-3.95,2,.35                                                     
677048,-3.7,M,=,-4.62,2,.03                                                     
677049,-3.7,M,>,-3.7,2,0                                                        
677050,-3.7,M,=,-4.91,2,.23                                                     
677051,-3.7,M,=,-4.43,2,.22                                                     
677052,-3.7,M,=,-4.04,2,.26                                                     
677053,-3.7,M,=,-5.74,2,.21                                                     
677054,-3.7,M,>,-3.7,2,0                                                        
677055,-3.7,M,>,-3.7,2,0                                                        
677056,-3.7,M,>,-3.7,2,0                                                        
677057,-3.7,M,>,-3.7,2,0                                                        
677058,-3.7,M,=,-6.01,2,.03                                                     
677059,-3.7,M,=,-4.7,2,.2                                                       
677060,-3.7,M,=,-4.34,2,.34                                                     
677061,-3.7,M,>,-3.7,1,0                                                        
677062,-3.7,M,>,-3.7,1,0                                                        
677063,-3.7,M,=,-4.21,2,.26                                                     
677064,-3.7,M,>,-3.7,2,0                                                        
677065,-3.7,M,=,-5.38,2,.1                                                      
677066,-3.7,M,=,-5.13,2,.16                                                     
677067,-3.7,M,>,-3.7,2,0                                                        
677068,-3.7,M,>,-3.7,2,0                                                        
677069,-3.7,M,=,-4.48,2,.04                                                     
677070,-3.7,M,>,-3.7,2,0                                                        
677072,-3.7,M,>,-3.7,2,0                                                        
677073,-3.7,M,>,-3.7,2,0                                                        
677074,-3.7,M,>,-3.7,2,0                                                        
677075,-3.7,M,>,-3.7,2,0                                                        
677076,-3.7,M,>,-3.7,2,0                                                        
677077,-3.7,M,>,-3.7,2,0                                                        
677078,-3.7,M,>,-3.71,2,.01                                                     
677079,-3.7,M,>,-3.7,2,0                                                        
677080,-3.7,M,>,-3.7,2,0                                                        
677081,-3.7,M,>,-3.7,2,0                                                        
677098,-3.7,M,=,-4.5,4,.11                                                      
677099,-3.7,M,=,-4.81,4,.21                                                     
677141,-3.7,M,>,-3.7,8,0                                                        
677142,-3.7,M,=,-4,5,.03                                                        
677143,-3.7,M,=,-4.08,2,.02                                                     
677144,-3.7,M,=,-4.53,2,.05                                                     
677145,-4,M,>,-4,4,0                                                            
677146,-3.7,M,=,-3.96,4,.03                                                     
677147,-3.7,M,>,-3.7,2,0                                                        
677148,-3.7,M,=,-3.96,2,.01                                                     
677149,-3.7,M,>,-3.83,2,.18                                                     
677150,-3.7,M,=,-4.32,5,.14                                                     
677151,-3.7,M,=,-3.96,2,.01                                                     
677152,-3.7,M,=,-4.4,2,0                                                        
677153,-3.7,M,>,-3.85,4,.17                                                     
677154,-3.7,M,=,-4.53,4,.03                                                     
677155,-3.7,M,=,-4.61,4,.1                                                      
677156,-3.7,M,=,-4.05,2,.08                                                     
677157,-3.7,M,>,-3.7,2,0                                                        
677158,-3.7,M,=,-4.03,2,.08                                                     
677159,-3.7,M,=,-4.35,2,.17                                                     
677160,-3.7,M,>,-3.7,2,0                                                        
677161,-3.7,M,>,-3.7,4,0                                                        
677162,-3.7,M,=,-4.76,2,.01                                                     
677163,-3.7,M,=,-4.95,2,0                                                       
677164,-3.7,M,=,-4.86,1,0                                                       
677165,-3.7,M,=,-4.71,1,0                                                       
677166,-3.7,M,=,-5.42,2,.01                                                     
677167,-3.7,M,=,-5.26,2,.02                                                     
677168,-3.7,M,=,-4.97,2,.06                                                     
677169,-3.7,M,=,-5.97,2,.01                                                     
677170,-3.7,M,=,-4.23,2,.07                                                     
677171,-3.7,M,=,-4.5,2,.01                                                      
677172,-3.7,M,=,-4.47,1,0                                                       
677173,-3.7,M,=,-4.13,1,0                                                       
677174,-3.7,M,=,-4.98,2,.08                                                     
677175,-3.7,M,=,-4.96,2,.01                                                     
677176,-4.3,M,=,-4.57,2,.01                                                     
677177,-4,M,=,-4.64,1,0                                                         
677178,-3.7,M,=,-4.53,2,0                                                       
677179,-4,M,=,-4.3,2,.01                                                        
677180,-3.7,M,=,-4.47,2,.02                                                     
677181,-3.7,M,=,-4.5,2,.01                                                      
677182,-3.7,M,=,-4.43,2,.04                                                     
677183,-3.7,M,=,-4.46,2,.02                                                     
677184,-3.7,M,=,-4.99,2,.02                                                     
677185,-3.7,M,=,-4.2,6,.16                                                      
677186,-3.7,M,=,-4.48,2,.01                                                     
677187,-3.7,M,=,-4.55,1,0                                                       
677188,-3.7,M,=,-4.66,1,0                                                       
677189,-3.7,M,=,-5.03,2,.08                                                     
677190,-3.7,M,=,-5.4,2,.14                                                      
677191,-3.7,M,>,-3.76,2,.09                                                     
677192,-3.7,M,>,-3.7,2,0                                                        
677193,-3.7,M,>,-3.7,2,0                                                        
677194,-3.7,M,=,-4.54,2,.04                                                     
677195,-3.7,M,>,-3.7,2,0                                                        
677196,-3.7,M,=,-5.48,2,.03                                                     
677197,-3.7,M,=,-5.28,2,.28                                                     
677198,-3.7,M,=,-4.34,2,.04                                                     
677199,-3.7,M,>,-3.7,2,0                                                        
677200,-3.7,M,=,-4.72,2,.26                                                     
677201,-3.7,M,=,-4.75,2,.27                                                     
677202,-3.7,M,=,-4.46,2,.02                                                     
677203,-3.7,M,>,-3.7,2,0                                                        
677204,-3.7,M,>,-3.7,2,0                                                        
677205,-3.7,M,>,-3.7,2,0                                                        
677206,-3.7,M,>,-3.7,2,0                                                        
677207,-3.7,M,>,-3.7,2,0                                                        
677208,-3.7,M,>,-3.7,2,0                                                        
677209,-3.7,M,=,-4.62,4,.14                                                     
677210,-3.7,M,=,-4.94,4,.08                                                     
677211,-3.7,M,=,-5.56,4,.08                                                     
677212,-3.7,M,=,-4.99,4,.04                                                     
677213,-3.7,M,=,-4.91,3,.07                                                     
677214,-3.7,M,=,-4.58,3,.1                                                      
677215,-3.7,M,=,-4.72,4,.2                                                      
677216,-3.7,M,=,-5.06,4,.05                                                     
677217,-3.7,M,=,-4.14,4,.11                                                     
677218,-3.7,M,=,-4.67,6,.15                                                     
677219,-3.7,M,=,-4.42,4,.04                                                     
677220,-3.7,M,=,-4.84,4,.14                                                     
677221,-3.7,M,=,-4.79,2,.09                                                     
677222,-3.7,M,=,-4.51,2,.04                                                     
677223,-3.7,M,=,-4.41,4,.03                                                     
677224,-3.7,M,=,-4.86,4,.02                                                     
677227,-3.7,M,>,-3.7,2,0                                                        
677228,-3.7,M,=,-4.03,2,.02                                                     
677229,-3.7,M,>,-3.7,2,0                                                        
677230,-3.7,M,>,-3.7,2,0                                                        
677231,-3.7,M,=,-4.37,2,.01                                                     
677232,-3.7,M,>,-3.7,2,0                                                        
677233,-3.7,M,>,-3.7,2,0                                                        
677234,-3.7,M,>,-3.7,2,0                                                        
677235,-3.7,M,>,-3.7,1,0                                                        
677236,-3.7,M,=,-3.98,1,0                                                       
677237,-3.7,M,=,-4.92,2,.11                                                     
677238,-3.7,M,=,-4.08,2,.05                                                     
677239,-3.7,M,=,-4.14,1,0                                                       
677240,-3.7,M,=,-5.41,2,.01                                                     
677241,-3.7,M,>,-3.7,2,0                                                        
677242,-3.7,M,=,-3.93,1,0                                                       
677243,-3.7,M,>,-3.83,2,.19                                                     
677244,-3.7,M,>,-3.7,1,0                                                        
677245,-3.7,M,=,-5.58,2,.14                                                     
677246,-3.7,M,>,-3.82,2,.17                                                     
677247,-3.7,M,>,-3.7,2,0                                                        
677248,-3.7,M,=,-4.05,2,.11                                                     
677249,-3.7,M,=,-5.04,2,.01                                                     
677250,-3.7,M,>,-3.7,2,0                                                        
677251,-3.7,M,>,-3.7,2,0                                                        
677252,-3.7,M,>,-3.7,2,0                                                        
677253,-3.7,M,>,-3.7,2,0                                                        
677254,-3.7,M,>,-3.7,2,0                                                        
677255,-3.7,M,>,-3.7,2,0                                                        
677256,-3.7,M,=,-5.4,2,.14                                                      
677257,-3.7,M,=,-4.41,2,.13                                                     
677258,-3.7,M,=,-4.06,2,.03                                                     
677259,-3.7,M,=,-4.79,2,.39                                                     
677260,-3.7,M,=,-4.91,2,.05                                                     
677261,-3.7,M,=,-5.96,2,.01                                                     
677262,-3.7,M,=,-4.78,2,.21                                                     
677263,-3.7,M,=,-4.55,2,.04                                                     
677264,-3.7,M,=,-4.31,2,.29                                                     
677265,-3.7,M,>,-3.7,2,0                                                        
677266,-3.7,M,=,-5.62,2,.19                                                     
677267,-3.7,M,>,-3.7,2,0                                                        
677268,-3.7,M,=,-5.21,2,.31                                                     
677269,-3.7,M,=,-4.24,2,.14                                                     
677270,-3.7,M,>,-3.7,3,0                                                        
677271,-3.7,M,=,-5.51,2,.05                                                     
677272,-3.7,M,=,-4.76,2,.21                                                     
677273,-3.7,M,=,-4.56,2,.09                                                     
677274,-3.7,M,=,-5.51,2,.02                                                     
677275,-3.7,M,=,-4.54,2,.03                                                     
677276,-3.7,M,>,-3.7,2,0                                                        
677277,-3.7,M,<,-5.31,2,.16                                                     
677278,-3.7,M,=,-5.75,2,.3                                                      
677279,-3.7,M,=,-5.98,2,.01                                                     
677280,-3.7,M,=,-5.96,2,.03                                                     
677281,-3.7,M,=,-5.33,2,.25                                                     
677282,-3.7,M,=,-4.15,2,.22                                                     
677283,-3.7,M,>,-3.7,2,0                                                        
677284,-3.7,M,=,-3.97,2,.02                                                     
677285,-3.7,M,=,-5.99,2,.02                                                     
677286,-3.7,M,=,-5.53,2,.11                                                     
677287,-3.7,M,=,-4.94,2,.44                                                     
677288,-3.7,M,>,-3.7,2,0                                                        
677289,-3.7,M,=,-4.15,2,.03                                                     
677290,-3.7,M,=,-4.2,2,.3                                                       
677291,-3.7,M,=,-3.87,2,.15                                                     
677292,-3.7,M,>,-3.7,2,0                                                        
677293,-3.7,M,=,-4.54,2,.09                                                     
677294,-3.7,M,>,-3.7,2,0                                                        
677295,-3.7,M,>,-3.7,2,0                                                        
677296,-3.7,M,=,-3.98,1,0                                                       
677297,-3.7,M,=,-4.42,1,0                                                       
677298,-3.7,M,=,-4,2,.04                                                        
677299,-3.7,M,=,-3.98,2,.06                                                     
677300,-3.7,M,>,-3.7,2,0                                                        
677301,-3.7,M,>,-3.7,2,0                                                        
677302,-3.7,M,=,-4.57,2,0                                                       
677303,-3.7,M,=,-4.73,2,.28                                                     
677304,-3.7,M,>,-3.7,2,0                                                        
677305,-3.7,M,=,-4.52,2,.1                                                      
677306,-3.7,M,=,-3.94,2,.01                                                     
677307,-3.7,M,=,-4.01,2,.07                                                     
677369,-4.7,M,>,-4.7,1,0                                                        
677369,-3.7,M,=,-5.56,2,.05                                                     
677370,-3.7,M,>,-3.7,2,0                                                        
677371,-3.7,M,=,-5.26,2,.22                                                     
677372,-3.7,M,=,-4.12,2,.01                                                     
677373,-3.7,M,>,-3.7,2,0                                                        
677374,-3.7,M,=,-3.92,2,.01                                                     
677375,-3.7,M,=,-3.95,2,.06                                                     
677376,-3.7,M,>,-3.7,2,0                                                        
677377,-3.7,M,>,-3.7,2,0                                                        
